id,role_id,permission_id,status,authorized,created_by,created_date,last_modified_by,last_modified_date,version
,303,144,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,303,145,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,303,146,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,303,147,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,303,148,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,303,149,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,303,150,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,303,151,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,303,152,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,303,153,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,303,154,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,121,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,122,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,123,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,124,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,125,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,126,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,127,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,128,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,129,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,130,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,131,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,132,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,133,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,134,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,135,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,136,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,142,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,148,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,149,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,309,152,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,121,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,122,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,123,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,124,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,125,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,126,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,127,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,128,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,129,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,130,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,131,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,304,132,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,305,121,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,305,122,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,305,131,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,305,132,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,305,133,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,305,134,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,305,144,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,305,145,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,305,146,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,305,147,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,306,136,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,306,137,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,306,138,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,306,139,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,306,140,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,306,141,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,307,121,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,307,122,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,307,127,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,307,128,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,307,131,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,307,132,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,308,121,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,308,122,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,308,127,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,308,128,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,308,131,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,308,132,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,155,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,156,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,157,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,158,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,159,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,160,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,161,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,162,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,163,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,164,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,165,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,166,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,167,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,168,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,169,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,170,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,171,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,172,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,173,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,174,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,175,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,176,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,177,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,178,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,179,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,180,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,181,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,182,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,183,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,184,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,185,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,186,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,187,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,188,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,189,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,190,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,191,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,192,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,193,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,194,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,195,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,196,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,197,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,198,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,301,199,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,155,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,156,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,157,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,158,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,159,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,160,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,161,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,162,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,163,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,164,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,165,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,166,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,167,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,168,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,169,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,170,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,171,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,172,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,173,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,174,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,175,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,176,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,177,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,178,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,179,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,180,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,181,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,182,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,183,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,184,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,185,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,186,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,187,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,188,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,189,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,190,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,191,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,192,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,193,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,194,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,195,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,196,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,197,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,198,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,302,199,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,155,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,156,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,170,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,173,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,175,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,177,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,179,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,180,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,186,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,187,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,190,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,192,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
,310,195,1,0,system.auto,2025-11-26 12:47:13,system.auto,2025-11-26 12:47:13,0
